x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x12 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30
05 02 02 02 02 02 02 02 01 02 02 03 01 01 06 01 04 14 03 04 03 03 07 02 04 02 04 04 
01 02 02 02 02 02 02 02 02 04 02 01 02 01 02 02 03 14 03 02 03 03 07 06 06 02 04 04 
01 02 02 02 02 02 02 02 01 03 01 02 02 01 07 01 03 13 03 01 03 03 03 01 04 02 02 12 
03 02 02 02 02 02 02 02 02 03 01 01 03 01 05 02 01 13 03 03 03 03 02 02 03 03 02 11 
01 01 01 01 01 01 01 01 02 02 02 03 02 02 03 02 03 15 03 01 03 03 04 06 04 02 04 12 
02 02 02 02 02 02 02 02 01 03 02 01 01 01 05 02 03 13 03 01 03 03 06 06 02 02 04 04 
02 02 02 02 02 02 02 02 02 03 02 01 02 01 08 02 02 13 03 05 03 03 03 01 05 03 04 06 
04 02 02 02 02 02 02 02 01 03 02 01 01 01 05 01 03 14 03 01 03 03 04 01 03 01 02 06 
05 02 01 01 01 01 01 01 01 04 02 03 02 02 02 02 05 16 03 02 03 03 02 01 05 01 02 01 
03 02 02 02 02 02 02 02 01 02 01 03 03 02 04 02 01 15 03 03 03 03 03 06 04 02 04 05 
07 02 02 02 02 02 02 02 01 03 01 03 02 02 05 01 02 17 03 02 03 03 02 06 08 02 02 06 
04 02 02 02 02 02 02 02 02 03 02 04 02 01 02 01 03 15 03 01 03 03 06 02 03 01 04 12 
02 02 02 02 02 02 02 02 01 02 01 03 02 01 03 01 03 15 03 01 03 03 04 02 04 01 04 10 
02 02 02 02 02 02 02 02 02 03 01 03 02 02 01 02 04 14 03 01 03 03 07 07 04 03 02 05 
06 02 02 02 02 02 02 02 01 03 01 01 01 02 05 01 03 18 03 01 03 03 04 02 03 02 02 01 
07 02 02 02 02 02 02 02 01 03 01 01 01 01 07 02 03 15 03 01 03 03 04 01 03 03 03 05 
03 02 02 02 02 02 02 02 04 02 02 01 02 01 05 02 02 17 03 03 03 03 03 07 05 02 04 10 
03 02 02 02 02 02 02 02 02 03 01 03 03 01 02 01 02 15 03 01 03 03 05 07 05 02 04 01 
02 02 02 02 02 02 02 02 02 02 02 02 01 02 04 02 02 15 03 01 03 03 04 06 05 02 01 11 
07 02 02 02 02 02 02 02 01 04 01 02 01 02 05 01 05 20 03 03 03 03 02 01 04 02 04 07 
02 02 02 02 02 02 02 02 01 03 02 01 02 01 04 02 01 19 03 01 03 03 03 02 04 03 03 11 
05 02 02 02 02 02 02 02 02 02 02 01 01 01 02 01 04 12 03 04 04 03 03 01 04 02 01 03 
07 02 02 02 02 02 02 02 03 04 02 01 01 02 01 01 03 17 03 02 03 03 05 06 05 02 04 02 
01 02 02 02 02 02 02 02 02 02 02 02 03 01 03 02 04 20 03 01 03 03 02 07 04 02 04 01 
04 02 02 02 02 02 02 02 02 04 02 01 01 01 04 02 05 20 03 02 03 03 03 01 03 02 04 02 
07 02 02 02 02 02 02 02 01 03 02 02 03 01 02 01 03 19 03 01 03 03 04 05 05 03 04 11 
04 02 02 02 02 02 02 02 02 03 02 01 02 02 08 02 03 19 03 02 03 03 04 01 05 02 04 06 
01 02 02 02 02 02 02 02 02 03 02 01 03 02 01 02 04 11 03 01 04 03 02 01 03 02 04 08 
01 02 02 02 02 02 02 02 03 03 02 03 02 02 01 01 03 11 03 02 04 03 02 01 03 02 01 09 
07 02 02 02 02 02 02 02 03 03 01 01 01 01 07 02 03 17 03 01 03 03 01 06 05 02 04 08 
05 01 01 01 01 01 01 01 02 04 02 01 01 02 05 02 03 20 03 01 03 03 07 07 01 02 01 10 
04 02 02 02 02 02 02 02 01 03 02 02 02 02 05 02 02 20 03 01 03 03 01 01 03 03 01 11 
05 02 02 02 02 02 02 02 02 02 02 01 01 01 01 02 04 16 03 04 03 03 04 02 03 02 01 10 
06 02 02 02 02 02 02 02 01 03 02 03 01 02 06 02 03 19 03 01 03 03 04 01 04 02 03 01 
07 02 01 01 01 01 01 01 03 04 01 04 01 01 03 02 03 15 03 01 04 03 03 06 01 03 04 01 
01 01 01 01 01 01 01 01 01 03 02 01 02 01 01 01 01 15 03 03 04 03 04 01 01 01 04 07 
07 02 01 01 01 01 02 01 02 03 02 02 01 01 03 02 02 20 03 03 04 03 03 01 04 01 01 10 
07 02 02 02 02 02 02 02 04 03 02 01 01 01 03 02 03 19 03 01 04 03 06 01 02 02 02 09 
03 02 02 02 02 02 02 02 01 04 02 03 02 02 05 01 04 20 03 02 04 03 04 06 05 02 03 03 
02 02 02 02 02 02 02 02 02 02 02 01 02 01 04 01 03 19 03 01 04 03 04 06 05 01 04 02 
02 02 02 02 02 02 02 02 02 02 01 02 02 01 05 01 03 14 03 01 04 03 03 06 04 01 04 12 
05 02 02 02 02 02 02 02 01 03 02 02 01 01 07 02 03 19 03 01 04 03 06 01 05 02 02 06 
02 02 02 02 02 02 02 02 01 02 01 02 01 01 02 02 05 12 03 02 04 03 02 01 04 03 04 06 
04 02 02 02 02 02 02 02 01 02 01 01 01 02 02 02 04 15 03 01 04 03 08 06 04 03 02 12 
02 02 02 02 02 02 02 02 03 02 02 03 03 02 02 01 04 15 03 01 05 03 03 06 03 03 02 09 
08 02 02 02 02 02 02 02 01 03 02 03 02 02 04 02 01 12 03 02 05 03 03 01 02 03 02 01 
02 02 02 02 02 02 02 02 02 03 02 03 02 01 01 02 03 19 03 01 05 03 05 02 02 02 02 04 
01 02 02 02 02 02 02 02 03 03 01 02 03 02 07 01 01 19 03 03 05 03 06 06 04 03 01 03 
03 02 02 02 02 02 02 02 02 02 01 03 01 01 08 01 02 15 03 01 05 03 05 01 04 02 01 09 
02 02 02 02 02 02 02 02 01 03 01 01 01 01 03 02 04 14 03 02 05 03 07 01 04 02 02 12 
08 02 02 02 02 02 02 02 01 02 02 03 01 01 04 02 05 12 03 01 05 03 05 01 04 02 02 01 
01 02 02 02 02 02 02 02 02 03 02 03 02 02 04 01 03 15 03 01 05 03 04 06 04 02 01 07 
03 02 02 02 02 02 02 02 04 04 02 01 02 01 01 01 03 19 03 04 04 03 05 06 04 03 02 05 
01 02 02 02 02 02 02 02 02 03 02 01 02 02 02 02 02 19 03 02 05 03 04 01 04 02 04 10 
05 02 02 02 02 02 02 02 03 02 02 01 01 02 05 02 03 19 03 01 05 03 05 07 04 02 04 09 
03 02 02 02 02 02 02 02 01 03 02 03 01 01 05 01 01 19 03 02 06 03 02 06 04 02 01 04 
04 02 02 02 02 02 02 02 02 04 02 04 02 01 08 01 03 19 03 02 05 03 06 02 05 02 04 10 
07 02 02 02 02 02 02 02 02 02 02 01 01 02 02 02 04 11 03 04 06 03 05 06 04 03 01 07 
05 02 02 02 02 02 02 02 02 03 02 03 01 01 03 02 03 10 04 01 01 04 01 06 02 02 01 10 
07 02 02 02 02 02 02 02 02 02 02 01 01 01 03 02 01 13 04 01 01 04 03 06 06 02 04 04 
08 02 02 02 02 02 02 02 01 03 02 02 02 02 03 01 03 12 04 02 01 04 02 01 02 02 04 09 
02 02 02 02 02 02 02 02 03 04 02 02 02 01 03 02 05 16 04 01 01 04 03 03 04 02 04 02 
06 02 02 02 02 02 02 02 01 05 01 01 02 01 01 03 04 13 04 01 01 04 04 06 05 02 04 03 
05 02 02 02 02 02 02 02 01 03 02 03 01 02 02 02 03 17 04 01 01 04 04 06 03 03 02 11 
05 02 02 02 02 02 02 02 02 02 02 02 01 02 08 02 01 12 04 01 01 04 02 01 02 02 01 01 
03 02 02 02 02 02 02 02 02 04 02 01 03 01 04 01 02 18 04 01 01 04 04 06 04 02 04 06 
05 02 02 02 02 02 02 02 01 02 02 03 01 01 06 01 03 16 04 01 01 04 04 01 04 03 01 01 
04 02 02 02 02 02 02 02 03 02 02 02 01 02 01 01 05 15 04 01 01 04 03 06 05 01 01 02 
02 02 02 02 02 02 02 02 01 02 02 03 02 01 01 02 03 11 04 01 01 04 05 06 04 01 01 08 
01 02 02 02 02 02 02 02 02 02 02 03 01 02 09 01 02 15 04 01 01 04 03 02 03 02 01 09 
01 02 02 02 02 02 02 02 02 04 01 01 02 01 06 01 03 11 04 02 01 04 07 01 05 02 02 03 
03 02 02 02 02 02 02 02 02 02 02 03 01 01 09 02 04 14 04 01 01 04 03 03 04 01 02 07 
07 02 02 02 02 02 02 02 02 04 02 01 01 02 05 02 03 02 04 01 01 04 04 06 05 01 01 09 
04 02 02 02 02 02 02 02 01 02 02 01 02 01 06 01 03 03 04 01 01 04 04 07 04 03 04 12 
07 02 02 02 02 02 02 02 01 03 02 01 01 01 08 02 03 14 04 01 01 04 05 06 03 02 01 06 
02 02 02 02 02 02 02 02 02 03 02 03 02 01 01 02 03 20 04 02 01 04 02 05 05 03 03 10 
07 02 02 02 02 02 02 02 02 01 02 03 01 02 03 02 03 03 04 03 02 04 04 03 04 02 03 03 
05 02 02 02 02 02 02 02 02 03 02 02 02 02 03 01 03 02 04 02 02 04 04 03 06 02 04 06 
07 02 02 02 02 02 02 02 02 03 02 01 02 01 01 01 02 10 04 02 02 04 07 01 05 02 04 08 
03 02 02 02 02 02 02 02 02 05 02 01 01 01 01 01 03 02 04 01 03 04 04 04 04 02 04 02 
05 02 02 02 02 02 02 02 01 03 02 01 01 01 06 01 04 04 01 01 02 04 04 01 05 03 04 05 
06 02 02 02 02 02 02 02 01 03 02 01 01 01 02 02 03 02 04 01 03 04 04 01 02 02 01 05 
02 02 02 02 02 02 02 02 02 03 02 01 02 01 01 02 04 02 04 05 03 04 04 07 06 02 02 12 
03 01 01 01 01 01 01 01 02 03 02 02 02 01 07 01 03 08 04 01 02 04 04 01 03 02 01 04 
03 02 02 02 02 02 02 02 01 03 02 03 02 02 09 02 03 02 04 02 03 04 04 01 04 02 04 09 
01 02 02 02 02 02 02 02 02 02 02 01 02 02 05 01 01 06 04 02 02 04 04 06 04 03 02 02 
01 02 02 02 02 02 02 02 02 02 02 01 02 02 06 03 03 02 04 01 02 04 04 06 05 02 04 11 
07 02 01 01 01 01 01 01 02 03 02 01 02 01 02 01 02 20 04 03 01 04 03 02 03 02 04 04 
02 02 02 02 02 02 02 02 02 02 02 03 03 01 08 02 04 06 04 01 03 04 04 06 05 02 02 01 
04 02 02 02 02 02 02 02 01 02 01 02 02 02 09 02 02 06 04 01 03 04 04 01 04 02 04 10 
07 02 02 02 02 02 02 02 02 04 02 01 02 01 03 01 01 02 04 04 03 04 04 02 06 02 01 06 
01 02 02 02 02 02 02 02 02 03 02 04 01 02 01 01 02 02 04 01 03 04 04 02 05 03 02 04 
05 02 02 02 02 02 02 02 01 02 02 03 01 02 04 01 03 08 04 01 03 04 04 06 05 02 04 05 
03 02 02 02 02 02 02 02 01 03 01 03 01 01 06 01 03 04 04 02 03 04 04 06 05 02 04 12 
02 02 02 02 02 02 02 02 02 02 02 03 02 01 05 02 03 03 04 01 03 04 04 01 04 03 04 06 
04 02 01 01 01 01 01 01 01 03 02 02 01 02 02 02 01 02 04 01 03 04 04 01 01 01 02 11 
04 02 02 02 02 02 02 02 02 04 02 03 01 01 03 02 03 09 04 02 03 04 04 06 05 01 02 03 
03 02 02 02 02 02 02 02 02 02 02 01 01 01 06 01 03 07 01 02 03 04 04 05 06 02 04 12 
01 02 02 02 02 02 02 02 02 05 02 02 01 02 06 01 02 06 04 02 03 04 04 06 03 02 04 09 
04 02 02 02 02 02 02 02 01 02 02 03 03 02 09 01 05 06 04 02 03 04 04 01 05 01 04 07 
01 02 02 02 02 02 02 02 02 05 02 01 01 01 06 01 03 04 04 02 03 04 04 06 06 01 02 12 
05 01 01 02 02 01 02 01 01 03 02 01 01 01 05 02 05 02 04 02 03 04 04 06 03 02 01 07 
05 01 01 01 01 01 01 01 02 02 02 01 02 01 05 02 03 05 01 01 03 04 04 06 06 03 01 10 
06 02 02 02 02 02 02 02 02 02 01 01 02 01 03 01 03 06 04 05 03 04 04 06 04 03 01 09 
02 02 02 02 02 02 02 02 02 04 02 03 02 01 05 02 02 04 04 02 03 04 04 06 03 02 04 09 
03 02 02 02 02 02 02 02 04 04 02 03 02 02 01 02 03 04 01 02 03 04 04 01 06 03 01 06 
02 02 02 02 02 02 02 02 01 03 01 04 02 02 07 02 02 05 02 01 03 04 04 06 05 02 04 09 
02 02 02 02 02 02 02 02 01 02 02 04 02 01 03 03 03 03 04 03 03 04 04 02 06 02 04 04 
01 02 02 02 02 02 02 02 02 04 02 01 01 02 02 01 04 05 04 02 03 04 04 07 04 02 01 03 
03 02 02 02 02 02 02 02 02 03 02 02 01 01 09 02 03 04 04 02 03 04 04 01 06 02 03 03 
03 02 02 02 02 02 02 02 02 02 02 01 01 01 05 02 02 06 04 03 03 04 04 07 05 03 04 05 
04 02 02 02 02 02 02 02 02 03 02 01 03 01 02 03 04 04 01 02 03 04 04 07 05 02 03 03 
05 02 02 02 02 02 02 02 02 03 01 03 02 01 02 01 04 02 04 02 03 04 04 06 05 02 01 10 
07 02 02 02 02 02 02 02 03 02 02 01 03 01 01 02 03 06 04 02 03 04 04 06 04 02 02 09 
02 01 01 01 01 01 01 01 01 02 02 03 01 01 01 02 05 02 04 02 03 04 04 06 06 02 01 02 
04 02 02 02 02 02 02 02 02 03 02 03 02 02 06 01 03 02 04 02 03 04 04 06 06 03 04 02 
03 02 02 02 02 02 02 02 01 02 01 02 02 01 01 01 03 11 04 01 03 04 05 01 05 02 04 01 
06 02 02 02 02 02 02 02 02 03 01 01 02 02 03 01 02 11 04 04 03 04 02 06 03 02 02 08 
03 02 02 02 02 02 02 02 01 02 01 02 02 02 03 01 02 10 04 01 03 04 07 06 05 02 02 01 
03 02 02 02 02 02 02 02 01 02 01 03 01 01 09 01 03 11 04 01 03 04 04 02 04 02 04 03 
02 02 02 02 02 02 02 02 03 03 01 01 01 02 06 02 05 11 04 03 03 04 03 06 01 02 04 05 
04 02 02 02 02 02 02 02 01 03 01 04 02 01 01 01 01 11 04 01 03 04 04 06 05 03 04 09 
02 02 02 02 02 02 02 02 01 02 01 03 02 02 04 01 03 09 03 02 03 04 04 06 05 02 04 04 
05 02 02 02 02 02 02 02 01 04 02 01 01 02 04 01 02 11 04 02 03 04 02 06 03 02 01 09 
02 02 02 02 02 02 02 02 01 02 02 01 02 01 03 01 01 11 04 01 03 04 06 01 05 03 01 08 
07 02 02 02 02 02 02 02 02 05 02 02 01 01 08 02 03 11 04 01 03 04 05 06 04 01 04 03 
05 02 02 02 02 02 02 02 02 05 02 03 02 02 07 01 01 08 04 01 03 04 04 01 01 01 02 04 
07 02 02 02 02 02 02 02 03 03 01 02 02 01 04 01 03 10 04 01 03 04 02 06 05 02 04 08 
03 02 02 02 02 02 02 02 01 04 02 04 01 01 09 02 04 09 04 02 03 04 04 01 05 02 02 08 
02 02 02 02 02 02 02 02 01 04 02 02 01 02 02 01 04 10 04 01 03 04 03 01 05 01 02 11 
01 02 02 02 02 02 02 02 02 02 01 01 02 02 01 01 03 11 04 01 03 04 03 07 05 01 03 03 
05 02 02 02 02 02 02 02 02 03 02 02 03 02 09 01 03 10 04 01 03 04 04 01 01 03 02 07 
06 02 02 02 02 02 02 02 02 02 02 02 02 01 09 02 03 04 04 01 03 04 04 06 07 02 04 01 
04 02 02 02 02 02 02 02 02 02 01 03 01 01 07 01 04 11 04 01 03 04 04 01 05 03 01 08 
02 02 02 02 02 02 02 02 01 04 01 02 02 01 02 02 05 10 04 01 03 04 03 02 03 02 04 11 
03 02 02 02 02 02 02 02 02 03 01 04 03 02 07 01 03 13 04 02 03 04 05 01 02 02 04 05 
02 02 02 02 02 02 02 02 01 02 02 01 02 01 01 03 04 13 04 01 03 04 04 01 03 02 02 01 
06 02 02 02 02 02 02 02 02 03 01 02 02 01 02 01 05 11 04 01 03 04 05 07 05 02 04 12 
03 02 02 02 02 02 02 02 02 02 01 01 02 02 03 02 03 14 04 01 03 04 03 01 06 03 04 11 
04 02 02 02 02 02 02 02 01 03 02 01 02 02 02 01 03 14 04 01 03 04 04 02 04 02 01 06 
04 02 02 02 02 02 02 02 03 02 02 03 01 01 03 01 04 12 04 02 03 04 06 02 06 02 01 10 
06 02 02 02 02 02 02 02 02 03 02 03 01 01 07 02 03 11 04 01 03 04 04 01 05 02 04 12 
06 02 02 02 02 02 01 02 02 03 01 01 02 01 01 02 03 12 04 04 03 04 04 06 04 02 01 07 
02 02 02 02 02 02 02 02 01 05 02 03 02 01 03 02 03 15 04 01 03 04 03 01 03 03 04 11 
03 02 02 02 02 02 02 02 01 04 01 01 02 02 02 02 03 14 04 01 03 04 02 02 05 02 01 10 
04 02 02 02 02 02 02 02 02 03 02 01 01 01 02 02 03 14 04 02 03 04 03 02 05 02 02 12 
02 02 02 02 02 02 02 02 02 02 02 03 02 01 03 01 04 11 04 02 03 04 04 06 05 02 02 02 
05 02 02 02 02 02 02 02 01 03 01 01 01 02 06 01 05 15 04 01 03 04 04 02 03 02 04 08 
02 02 02 02 02 02 02 02 01 02 02 01 01 01 07 01 02 14 04 02 03 04 02 02 06 02 02 05 
06 02 02 02 02 02 02 02 01 02 01 03 01 02 05 03 03 12 04 02 03 04 05 01 04 03 04 03 
01 02 02 02 02 02 02 02 01 03 01 02 02 02 05 01 03 14 04 01 03 04 02 06 02 02 01 07 
07 02 02 02 02 02 02 02 02 03 02 02 02 01 02 01 04 13 04 01 03 04 02 01 04 02 02 12 
05 02 02 02 02 02 02 02 01 03 02 01 03 01 04 01 04 14 04 01 03 04 03 06 03 03 01 08 
01 02 02 02 02 02 02 02 02 03 02 03 01 01 01 02 02 12 04 02 03 04 03 07 05 01 04 10 
06 02 01 01 01 01 01 01 02 03 01 01 02 01 04 01 02 13 04 04 03 04 01 06 06 01 04 10 
05 02 02 02 02 02 02 02 02 03 02 01 02 02 04 02 03 12 04 01 03 04 02 01 04 02 04 09 
01 02 02 02 02 02 02 02 02 03 02 01 02 01 08 01 05 12 04 01 03 04 03 02 05 02 02 03 
03 02 02 02 02 02 02 02 01 03 02 02 01 01 03 01 03 12 04 01 03 04 04 05 06 01 01 01 
02 02 02 02 02 02 02 02 01 03 02 01 02 01 01 02 01 13 04 02 03 04 02 02 04 01 02 09 
02 02 02 02 02 02 02 02 02 02 02 01 02 02 08 01 03 15 04 05 03 04 02 06 05 02 01 12 
07 02 02 02 02 02 02 02 01 02 02 03 03 02 05 02 03 15 04 01 03 04 04 07 05 03 04 01 
06 02 02 02 02 02 02 02 02 03 02 03 02 01 03 02 04 15 04 01 03 04 07 01 01 03 04 04 
07 02 02 02 02 02 02 02 01 03 01 01 01 01 05 02 04 15 04 01 03 04 02 01 07 03 02 11 
07 02 02 02 02 02 02 02 01 03 01 01 02 02 05 02 03 16 04 01 03 04 07 01 03 03 04 04 
02 02 02 02 02 02 02 02 01 04 02 01 01 02 03 02 03 19 04 02 03 04 05 01 04 02 04 10 
01 02 02 02 02 02 02 02 02 03 02 03 01 02 03 02 01 16 04 01 03 04 04 06 02 03 04 03 
03 02 02 02 02 02 02 02 02 03 02 03 02 01 03 01 04 16 04 01 03 04 04 01 03 02 02 02 
03 02 02 02 02 02 02 02 02 04 02 03 01 02 02 02 04 15 04 01 03 04 03 03 02 02 02 08 
07 02 02 02 02 02 02 02 01 03 02 03 03 02 05 02 02 16 04 01 03 04 06 01 04 02 01 06 
03 02 02 02 02 02 02 02 01 03 02 03 02 02 02 03 04 15 04 03 03 04 05 05 05 02 02 09 
04 01 01 01 01 01 01 01 01 03 01 03 02 02 04 01 01 16 04 02 03 04 02 06 04 03 04 07 
04 02 02 02 02 02 02 02 01 04 01 03 01 02 02 02 05 18 04 01 03 04 06 02 04 02 02 09 
04 02 02 02 02 02 02 02 02 02 01 01 01 01 04 02 03 15 04 02 03 04 02 06 03 02 04 10 
08 02 02 02 01 02 01 02 01 04 02 02 02 01 06 01 04 15 04 02 03 04 02 01 05 02 03 04 
02 02 02 02 02 02 02 02 01 05 02 04 02 01 05 02 04 16 04 02 03 04 04 06 04 02 04 06 
03 02 02 02 02 02 02 02 03 02 02 01 02 02 02 01 04 15 04 02 03 04 05 07 06 03 01 04 
07 02 02 02 02 02 02 02 01 03 02 01 01 01 03 02 02 18 04 01 03 04 06 01 06 02 04 11 
06 02 02 02 02 02 02 02 02 02 02 03 02 02 05 01 03 16 04 02 03 04 03 02 03 02 04 06 
01 02 02 02 02 02 02 02 02 04 01 01 03 01 01 02 04 15 04 01 03 04 01 06 05 02 04 04 
01 02 02 02 02 02 02 02 01 02 02 03 02 02 02 01 03 15 04 02 03 04 05 02 05 02 04 10 
01 02 02 02 02 02 02 02 01 03 02 02 01 01 04 01 03 15 04 02 03 04 06 07 05 02 04 04 
01 02 02 02 02 02 02 02 01 03 02 03 03 02 01 01 03 16 04 03 03 04 04 06 05 03 04 07 
05 02 02 02 02 02 02 02 01 05 02 01 02 01 05 02 04 14 04 01 03 04 04 01 05 02 04 12 
05 02 02 02 02 02 02 02 01 03 01 01 03 02 02 01 03 15 04 01 03 04 06 01 07 02 02 05 
04 02 02 02 02 02 02 02 01 04 01 03 01 02 02 01 04 15 04 01 03 04 05 06 05 03 04 10 
06 02 02 02 02 02 02 02 01 02 02 03 01 01 04 02 05 14 04 02 03 04 03 06 05 01 03 12 
04 02 02 02 02 02 02 02 01 03 02 01 01 01 05 01 05 14 04 02 03 04 04 06 04 01 03 02 
01 02 02 02 02 02 02 02 04 03 01 03 01 01 04 02 03 15 04 02 03 04 07 06 03 02 04 07 
07 02 02 02 02 02 02 02 02 03 02 01 02 01 06 01 03 17 04 01 03 04 03 01 04 02 02 07 
04 02 02 02 02 02 02 02 02 03 01 01 02 01 09 02 02 18 04 04 03 04 04 06 03 01 04 05 
06 02 02 02 01 02 02 02 03 03 02 03 02 01 05 02 01 16 04 01 03 04 03 06 04 01 04 01 
07 01 01 01 01 01 01 01 02 04 02 04 01 01 01 01 04 19 04 02 03 04 04 06 05 03 04 10 
08 02 02 02 02 02 02 02 01 03 01 01 02 02 09 01 03 20 04 02 03 04 04 01 05 02 04 08 
02 02 02 02 02 02 02 02 01 03 02 01 01 01 08 01 04 19 04 02 03 04 04 03 07 03 04 09 
05 02 02 02 02 02 02 02 01 03 02 01 02 01 03 03 02 12 04 01 04 04 05 02 05 02 01 06 
01 02 01 01 01 01 01 01 03 02 02 01 02 02 04 01 03 12 04 01 04 04 04 01 01 02 04 03 
08 02 02 02 02 02 02 02 02 02 02 01 02 01 04 02 03 11 04 01 04 04 01 06 04 02 01 12 
02 02 02 02 02 02 02 02 02 03 01 03 01 02 03 02 03 12 04 02 04 04 08 01 05 02 02 12 
07 02 01 01 01 01 01 01 02 03 02 02 02 01 03 01 02 12 04 01 04 04 04 01 03 03 01 07 
06 02 02 02 02 02 02 02 02 03 01 01 02 01 09 01 03 11 04 04 04 04 03 01 05 02 02 01 
05 02 02 02 02 02 02 02 01 03 01 01 02 02 03 02 02 19 04 02 03 04 07 06 01 02 01 04 
02 02 02 02 02 02 02 02 02 03 02 03 02 02 02 01 05 20 04 01 03 04 03 06 02 02 02 07 
01 02 02 02 02 02 02 02 02 03 02 03 02 02 07 02 04 10 04 02 04 04 06 01 04 02 03 08 
07 02 02 02 02 02 02 02 01 03 02 01 02 01 02 01 01 19 04 04 03 04 04 02 03 03 02 05 
07 02 01 01 01 01 01 01 01 04 02 03 01 02 04 02 03 11 04 02 04 04 07 06 04 02 04 01 
08 02 02 02 02 02 02 02 02 03 01 02 01 02 03 02 04 19 04 02 03 04 04 06 02 02 02 08 
04 02 02 02 02 02 02 02 02 02 02 02 02 01 01 01 01 17 04 01 03 04 05 01 04 02 04 07 
01 02 02 02 02 02 02 02 02 02 01 03 02 02 07 02 05 19 04 01 03 04 03 06 04 02 04 08 
04 02 02 02 02 02 02 02 01 02 02 02 02 01 04 01 04 19 04 01 03 04 05 02 04 02 04 12 
08 02 02 02 02 02 02 02 02 02 02 01 02 01 02 01 04 20 04 01 03 04 05 06 05 03 02 04 
07 02 02 02 02 02 02 02 02 04 02 03 01 02 04 03 05 19 04 01 03 04 06 06 04 02 01 02 
05 02 02 02 02 02 02 02 02 04 02 01 02 01 04 01 04 15 04 01 04 04 03 01 06 02 04 02 
07 02 02 02 02 02 02 02 02 03 02 01 01 01 02 01 02 19 04 02 04 04 03 07 04 03 01 01 
03 02 02 02 02 02 02 02 01 05 01 03 02 01 08 02 03 15 04 01 04 04 03 06 04 01 04 08 
02 02 02 02 02 02 02 02 01 02 02 01 01 02 06 02 03 12 04 02 04 04 08 03 06 01 01 09 
02 02 02 02 02 02 02 02 01 02 02 03 02 02 04 02 03 20 04 01 04 04 05 01 05 02 02 08 
05 02 02 02 01 02 02 02 02 03 02 04 02 02 04 02 03 15 04 02 04 04 02 01 05 02 04 04 
05 02 02 02 02 02 02 02 01 02 02 01 01 01 02 02 04 20 04 03 04 04 04 07 03 01 02 12 
08 02 02 02 02 02 02 02 01 04 02 03 02 02 02 01 05 13 04 01 04 04 04 01 06 01 03 02 
06 02 02 02 02 02 02 02 01 03 02 01 02 02 07 01 02 20 04 02 04 04 02 06 04 02 02 11 
08 02 02 02 02 02 02 02 02 04 02 04 01 02 05 01 01 20 04 01 04 04 02 06 05 03 04 03 
06 02 02 02 02 02 02 02 02 03 02 01 02 01 01 03 04 16 04 01 04 04 03 06 07 03 02 04 
02 02 02 02 02 02 02 02 01 03 01 02 02 02 01 02 03 16 04 01 04 04 03 01 03 02 02 10 
05 02 02 02 02 02 02 02 02 01 02 02 02 02 06 02 02 17 04 02 04 04 02 01 03 03 04 05 
03 02 01 01 01 01 01 01 02 03 02 01 02 02 07 02 01 20 04 03 04 04 05 06 04 02 01 04 
04 02 02 02 02 02 02 02 02 05 02 03 02 02 03 01 02 17 04 01 04 04 02 06 05 02 01 01 
02 02 02 02 02 02 02 02 01 02 01 01 02 01 03 02 04 15 04 03 04 04 03 06 05 02 01 01 
02 02 02 02 02 02 02 02 02 02 02 03 02 01 03 01 04 19 04 03 04 04 02 06 07 02 04 12 
05 02 02 02 02 02 02 02 02 03 02 03 01 01 01 02 03 12 04 05 04 04 02 02 05 03 02 04 
05 02 02 02 02 02 02 02 02 02 02 01 02 02 07 02 05 12 04 03 04 04 06 06 03 02 02 11 
02 02 02 02 02 02 02 02 02 03 02 02 02 01 04 01 02 13 04 02 04 04 03 06 03 02 01 10 
02 02 02 02 02 02 02 02 04 04 02 02 03 02 01 03 04 19 04 01 04 04 02 01 04 02 01 02 
03 02 02 02 02 02 02 02 01 04 01 02 02 01 03 02 03 15 04 02 04 04 07 02 05 02 04 05 
03 02 01 01 01 01 01 01 02 04 02 02 02 01 03 01 01 15 04 03 04 04 05 06 01 03 04 10 
02 02 02 02 02 02 02 02 01 02 01 01 02 02 02 01 04 15 04 01 04 04 06 01 04 02 04 10 
02 02 02 02 02 02 02 02 02 03 01 02 01 01 01 01 04 15 04 04 04 04 07 06 04 02 02 07 
06 02 02 02 02 02 02 02 02 02 02 01 02 01 03 01 02 14 04 01 05 04 06 01 04 02 01 05 
01 02 02 02 02 02 02 02 01 03 01 01 02 01 07 01 03 19 04 02 04 04 06 01 06 02 02 09 
02 02 01 01 01 01 01 01 03 02 01 01 02 02 03 02 01 13 04 03 05 04 03 06 03 02 02 05 
04 02 02 02 02 02 02 02 01 03 01 03 02 01 05 03 03 19 04 02 04 04 05 02 02 03 01 09 
08 02 02 02 02 02 02 02 01 03 02 01 01 01 01 01 05 17 04 05 05 04 02 06 05 02 04 01 
02 02 02 02 02 02 02 02 01 03 02 01 01 01 03 02 03 17 04 02 05 04 02 01 02 02 04 10 
05 02 02 02 02 02 02 02 02 02 02 03 02 02 04 01 03 11 04 01 05 04 06 06 03 03 04 04 
04 02 02 02 02 02 02 02 04 02 02 01 02 02 03 01 01 15 04 04 05 04 04 06 04 01 04 10 
